enunciado;materia;topico_enam;alternativas;alternativa_correta;prova;ano;banca;gabarito;justificativa;fontes_usadas
Frederico foi condenado a uma pena de oito anos de reclusão em regime semiaberto em razão da prática do crime de roubo. O Ministério Público recorreu apenas para modificar o regime de pena para fechado. Já a vítima do crime, Emiliano, mesmo não habilitada como assistente, interpôs recurso de apelação dez dias após escoado o prazo do Ministério Público, visando ao aumento da pena do condenado. Por sua vez, Frederico não interpôs recurso em face da sentença que o condenou. Diante desse cenário, o Tribunal:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) não poderá conhecer do recurso da vítima, pois intempestivo; | (B) poderá, conhecendo apenas do recurso do Ministério Público, aumentar a pena do condenado; | (C) poderá, conhecendo apenas do recurso da vítima, reduzir a pena de Frederico, apesar de este não ter recorrido; | (D) poderá, não conhecendo dos recursos interpostos, estabelecer o regime fechado; | (E) não poderá conhecer do recurso do Ministério Público, pois a este falta interesse recursal.";;TJSE;2025;FCC;E;"A alternativa correta é a letra E. O Tribunal não poderá conhecer do recurso do Ministério Público, pois a este falta interesse recursal. Isso se fundamenta no princípio da ""non reformatio in pejus"", que impede a agravamento da situação do réu quando apenas ele ou a defesa recorre, ou seja, o Ministério Público não pode recorrer para agravar a situação do réu se não houve recurso da defesa. No caso em questão, Frederico não interpôs recurso contra a sentença condenatória, e o Ministério Público recorreu apenas para modificar o regime de pena para fechado, o que configuraria uma piora na situação do réu. Assim, não havendo recurso da defesa, não há interesse recursal por parte do Ministério Público para tal modificação.

Referência: Princípio da ""non reformatio in pejus"".";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
Timon, Teddy, Tony e Técio são investigados em inquérito policial que apurou a existência de organização criminosa para a prática dos crimes de roubo e extorsão, constituída pelos referidos sujeitos, sendo Timon o líder. Este último resolveu celebrar acordo de colaboração premiada com o Ministério Público, na presença de seu advogado, revelando a estrutura hierárquica e a divisão de tarefas da organização, mas não se referiu a infrações de cuja existência não tivesse conhecimento o Ministério Público. Nessa hipótese, levando-se em conta as regras relativas ao acordo de colaboração premiada, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) o Ministério Público poderá acordar com o colaborador, sem que implique nulidade, cláusula prevendo a renúncia ao direito de este impugnar a decisão homologatória; | (B) o Ministério Público não poderá acordar o não oferecimento de denúncia em relação ao colaborador, não obstante tenha sido ele o primeiro a prestar efetiva colaboração; | (C) o | (D) o | (E) o colaborador poderá retratar-se da proposta, caso em que as provas autoincriminatórias por ele produzidas poderão ser utilizadas exclusivamente em seu desfavor.";;TJSE;2025;FCC;B;A alternativa correta é a letra B. O Ministério Público não poderá acordar o não oferecimento de denúncia em relação ao colaborador, não obstante tenha sido ele o primeiro a prestar efetiva colaboração. Isso se justifica com base na Lei no 12.850/2013, que trata do acordo de colaboração premiada. Conforme o artigo 4o, § 4o, da referida lei, o Ministério Público pode celebrar acordo de colaboração premiada com o investigado, mas isso não implica, obrigatoriamente, no não oferecimento de denúncia. A colaboração premiada visa à obtenção de provas e informações relevantes, mas não assegura, por si só, a extinção do processo criminal contra o colaborador. Portanto, o Ministério Público não pode acordar o não oferecimento de denúncia apenas com base na colaboração prestada.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
Após intensa discussão, Dante praticou crime de lesão corporal leve contra sua esposa Beatriz, prevalecendo-se das relações domésticas e de coabitação, sendo preso em flagrante. Contudo, na delegacia, Dante confessou integralmente o fato, alegou estar profundamente arrependido e afirmou que se tratou de fato isolado. Beatriz, por sua vez, disse não querer prosseguir com o feito, com o intuito de preservar sua família. Diante desse cenário, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) poderá Beatriz renunciar ao seu direito de representação, ouvido o Ministério Público, extinguindo-se a punibilidade de Dante; | (B) poderá o Ministério Público, diante da confissão integral de Dante, propor a Dante acordo de não persecução penal para prevenir novas agressões; | (C) poderá o | (D) poderá o Ministério Público requerer a conversão da prisão em flagrante de Dante em prisão temporária para prevenir novas agressões; | (E) poderá o";;TJSE;2025;FCC;C;A alternativa correta é a letra C. De acordo com o artigo 16 da Lei Maria da Penha (Lei no 11.340/2006), que foi corroborada por entendimentos jurisprudenciais, a ação penal nos casos de lesão corporal leve praticada no contexto de violência doméstica é pública incondicionada. Isso significa que não depende da representação da vítima para que o Ministério Público possa prosseguir com a ação. Portanto, mesmo que Beatriz, a vítima, não queira prosseguir com o feito, o Ministério Público pode e deve atuar, visando à proteção da vítima e à prevenção de novas agressões. Assim, o Ministério Público pode requerer a conversão da prisão em flagrante de Dante em prisão preventiva ou temporária para prevenir novas agressões, conforme previsto no ordenamento jurídico vigente.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2026 | Informativo Temático 2025
Em uma relação processual, o juiz de direito competente, ao receber os autos conclusos para sentença, constatou que a causa de pedir versava sobre a interpretação do Art. X da Constituição da República. Ao delinear o conteúdo normativo desse preceito, o magistrado observou que as peculiaridades do caso concreto conferiam maior importância a determinados valores e não a outros, embora todos estivessem albergados pela Constituição brasileira, de natureza compromissória. Ao prestigiar os valores de maior importância, por ocasião da resolução das conflitualidades intrínsecas identificadas no curso do processo de interpretação, o magistrado atribuiu ao significante interpretado um significado distinto daquele defendido pelas partes. Na situação descrita na narrativa, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) ao atribuir preeminência a alguns valores em detrimento de outros, o magistrado aderiu ao realismo jurídico, distanciando-se da tópica; | (B) o proceder do magistrado aproximou os momentos de criação e de aplicação do direito, distanciando-se do originalismo e se mostrando sensível ao pensamento problemático; | (C) ao levar em consideração referenciais axiológicos para o delineamento de um padrão deontológico, o magistrado se distanciou da denominada interpretação constitucional; | (D) é traço fundamental de uma constituição compromissória que haja equidistância entre as ideologias e os referenciais axiológicos que alberga, de modo que o magistrado não poderia prestigiar alguns em detrimento de outros; | (E) apesar de o significado normativo apresentar uma relação de sobreposição com o significante interpretado, a dissociação entre ambos é admitida apenas em relação à oscilação dos valores, não em razão de aspectos do problema concreto.";;TJSE;2025;FCC;B;"A alternativa correta é a letra B. O procedimento adotado pelo magistrado, ao atribuir maior peso a certos valores em detrimento de outros ao interpretar o Art. X da Constituição, demonstra uma aproximação com o pensamento problemático e se distancia de abordagens como o originalismo. Ao considerar as peculiaridades do caso concreto e os valores envolvidos, o magistrado integra a criação e aplicação do direito, reconhecendo a complexidade e a dinamicidade das questões constitucionais. Essa abordagem está alinhada com a natureza compromissória da Constituição, que abriga uma pluralidade de valores e ideologias, permitindo ao intérprete fazer escolhas valorativas conforme o contexto.

Portanto, a alternativa B está correta porque reflete a dinâmica da interpretação constitucional que considera o caso concreto e os valores em jogo, aproximando os momentos de criação e aplicação do direito, o que está em consonância com o pensamento problemático e se distancia de uma abordagem puramente literal ou originalista.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
A partir de projeto de lei de iniciativa do presidente do Tribunal de Contas do Estado Alfa, aprovado pela Assembleia Legislativa e sancionado pelo governador do estado, foi editada a Lei nº X, que suprimiu duas gratificações já pagas aos servidores do Tribunal e incorporou o respectivo valor, em relação àqueles que já as recebiam, a outra vantagem de caráter pessoal. Irresignado com o teor dessa alteração legislativa, um legitimado deflagrou o controle concentrado de constitucionalidade perante o Tribunal de Justiça do Estado Alfa, ocasião em que foi reconhecido que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;"(A) o | (B) ao alterar a sistemática remuneratória dos servidores em atividade, a Lei nº X afrontou direitos fundamentais, sendo inconstitucional; | (C) apesar de o | (D) o processo legislativo que resultou na edição da Lei nº X não apresenta incompatibilidade com a ordem constitucional, o mesmo ocorrendo em relação à alteração da sistemática remuneratória; | (E) apesar de o";;TJSE;2025;FCC;C;"A alternativa correta é a letra C, que afirma que o processo legislativo que resultou na edição da Lei no X não apresenta incompatibilidade com a ordem constitucional, o mesmo ocorrendo em relação à alteração da sistemática remuneratória.

Fundamentação: A Constituição Federal, em seu Art. 99, assegura autonomia administrativa e financeira ao Poder Judiciário, permitindo que os tribunais elaborem suas propostas orçamentárias, inclusive no âmbito dos Estados, conforme aprovado pelos respectivos tribunais e encaminhadas pelos Presidentes dos Tribunais de Justiça. A iniciativa do projeto de lei pelo presidente do Tribunal de Contas do Estado Alfa, aprovado pela Assembleia Legislativa e sancionado pelo governador, está em conformidade com esse dispositivo. Ademais, não há menção nos trechos fornecidos que indiquem inconstitucionalidade no processo legislativo ou na alteração remuneratória promovida pela Lei no X. Portanto, a alteração legislativa não afronta a Constituição, sendo válido o processo legislativo seguido para sua elaboração.";Constituição Federal | Súmulas Vinculantes
O Município Alfa figura em duas relações processuais distintas, nas quais houve julgamento pelo órgão jurisdicional com competência originária para apreciar a respectiva causa. Ambas as decisões foram consideradas manifestamente contrárias à ordem constitucional, sendo cogitada, por aquele que teve os seus interesses afetados, interposição do recurso cabível para a instância superior. Na primeira relação processual, o Município Alfa litigava com organismo internacional, perante juízo de primeira instância, a respeito do cumprimento de ajuste que celebraram. Na segunda, por sua vez, o Tribunal de Justiça denegou mandado de segurança impetrado contra ato do prefeito de Alfa. Em relação aos dois recursos a serem interpostos, é correto afirmar que, preenchidos os requisitos, serão julgados:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;(A) ambos pelo Supremo | (B) ambos pelo Superior | (C) o primeiro pelo | (D) o primeiro pelo | (E) o primeiro pelo Superior;;TJSE;2025;FCC;B;"A alternativa correta é a letra B. De acordo com o art. 105, inciso II, alínea ""b"", da Constituição Federal, compete ao Superior Tribunal de Justiça (STJ) julgar, em recurso ordinário, os mandados de segurança decididos em única instância pelos Tribunais Regionais Federais ou pelos Tribunais dos Estados, do Distrito Federal e Territórios, quando a decisão for denegatória. No caso em questão, o Tribunal de Justiça denegou mandado de segurança impetrado contra ato do prefeito do Município Alfa. Assim, o recurso cabível será julgado pelo STJ.

Além disso, conforme o art. 105, inciso I, alínea ""c"", da Constituição Federal, compete ao STJ julgar, em recurso especial, as causas decididas, em única ou última instância, pelos Tribunais Regionais Federais ou pelos Tribunais dos Estados, quando a decisão recorrida contrariar tratado ou lei federal, ou negar-lhes vigência. No primeiro caso, o Município Alfa litigava com um organismo internacional em juízo de primeira instância. Decisões de primeira instância envolvendo litígios com organizações internacionais são, em recurso, também de competência do STJ, pois se enquadram nas causas que envolvem matéria de direito internacional ou federal.

Portanto, preenchidos os requisitos, ambos os recursos serão julgados pelo Superior Tribunal de Justiça (STJ).";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Em período no qual três regiões do país passavam por grave e iminente instabilidade institucional, que ameaçava a ordem pública, o presidente da República editou a Medida Provisória nº X (MPX). Esse diploma normativo dispôs sobre o funcionamento da Advocacia-Geral da União, de modo a permitir a adoção de medidas céleres para conter a referida anormalidade institucional. A Medida Provisória nº X foi apreciada no âmbito do Poder Legislativo, daí resultando a aprovação de projeto de lei de conversão, que alterou o texto inicial e foi sancionado e promulgado pelo presidente da República. Ao fim, foi publicada a Lei nº Y. À luz da sistemática constitucional, é correto afirmar que a narrativa:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 10. Poder Legislativo;"(A) está em total harmonia com a ordem constitucional; | (B) somente apresenta incompatibilidade com a ordem constitucional em relação ao objeto da MPX; | (C) somente apresenta incompatibilidade com a ordem constitucional em relação à afronta a limite circunstancial para a edição da MPX; | (D) somente apresenta incompatibilidade com a ordem constitucional em relação à autoridade que promulgou e sancionou a Lei nº Y; | (E) apresenta incompatibilidade com a ordem constitucional em relação ao objeto da MPX, à afronta a limite circunstancial para a sua edição e à autoridade que promulgou e sancionou a Lei nº Y.";;TJSE;2025;FCC;D;"A alternativa correta é a letra D. A narrativa apresenta incompatibilidade com a ordem constitucional em relação à autoridade que promulgou e sancionou a Lei no Y. De acordo com o art. 66 da Constituição Federal, a sanção e a promulgação de leis aprovadas pelo Congresso Nacional são competências do Presidente da República. No entanto, a questão aponta que houve uma incompatibilidade na autoridade que promulgou e sancionou a lei, sugerindo que tal responsabilidade pode ter sido indevidamente atribuída a outra autoridade, o que configura uma falha no processo legislativo. 

Art. 66. A Casa na qual tenha sido concluída a votação enviará o projeto de lei ao Presidente da República, que, aquiescendo, o sancionará. § 1o Se o Presidente da República considerar o projeto, no todo ou em parte, inconstitucional ou contrário ao interesse público, vetá-lo-á total ou parcialmente, no prazo de quinze dias úteis, contados da data do recebimento, e comunicará, dentro de quarenta e oito horas, ao Presidente do Senado Federal os motivos do veto.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
"O juízo da zona eleitoral nº X recebeu os requerimentos de registro de candidatura de Maria, João e Joana, que pretendiam concorrer ao cargo eletivo de vereador do Município Alfa. Ao analisar a situação dos três, constatou o seguinte: Maria é filha do prefeito do Município Alfa e concorria à reeleição; João é filho do governador do estado em cujo território Alfa está situado, e concorria pela primeira vez em uma eleição; e Joana, alemã que se naturalizou brasileira um ano antes, tem 18 anos de idade. Ao analisar os requerimentos à luz da Constituição da República, o juízo concluiu, corretamente, que pode(m) concorrer na eleição:";I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) apenas João; | (B) apenas Joana; | (C) Maria, João e Joana; | (D) apenas João e Maria; | (E) apenas Maria e Joana.";;TJSE;2025;FCC;B;"A alternativa correta é a letra B: apenas Joana. 

De acordo com o art. 14, § 3o, inciso II, da Constituição Federal, para concorrerem a cargos eletivos, é necessário que os candidatos possuam nacionalidade brasileira, estejam no gozo dos direitos políticos e atendam às demais condições estabelecidas na legislação. Adicionalmente, o inciso VI do mesmo parágrafo estabelece que não podem se alistar como eleitores os estrangeiros e, durante o período do serviço militar obrigatório, os conscritos. 

No caso em questão, Joana, apesar de ter se naturalizado brasileira apenas um ano antes, já possui 18 anos de idade, o que a torna apta a concorrer ao cargo eletivo de vereadora, pois atende ao requisito de nacionalidade brasileira e idade mínima exigida pela legislação eleitoral. 

Por outro lado, Maria, filha do prefeito, e João, filho do governador, estão sujeitos à inelegibilidade reflexa prevista no art. 14, § 7o, da Constituição Federal, que impede a candidatura de cônjuge e parentes consanguíneos ou afins, até o segundo grau ou por adoção, de chefes do Poder Executivo para o mesmo cargo deste, no território de sua jurisdição, configurando-se, assim, a inelegibilidade de ambos.

Portanto, apenas Joana pode concorrer na eleição, conforme os critérios estabelecidos na Constituição Federal.";Constituição Federal | Repercussão Geral
"Em determinado processo administrativo conduzido por órgão competente, no qual se discutia a individualização de terras indígenas, surgiram distintos argumentos em relação aos fatores a serem considerados. Os argumentos suscitados eram os seguintes: I. a posse civil não se identifica com a posse tradicional indígena; II. a individualização das terras tradicionalmente ocupadas pelos índios deve ser considerada a partir do reconhecimento de sua proteção pela Constituição da República de 1988; III. a ocupação tradicional das terras indígenas não se mostra compatível com a tutela do meio ambiente no âmbito da respectiva área. Ao fim do processo administrativo, concluiu-se, corretamente, que:";I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 15. Controle de constitucionalidade;"(A) apenas o argumento I está certo; | (B) apenas o argumento II está certo; | (C) os argumentos I, II e III estão certos; | (D) apenas os argumentos I e III estão certos; | (E) apenas os argumentos II e III estão certos.";;TJSE;2025;FCC;B;"A alternativa correta é a letra B. Conforme o artigo 231 da Constituição Federal, a individualização das terras tradicionalmente ocupadas pelos índios deve ser considerada a partir do reconhecimento de sua proteção pela Constituição da República de 1988. Este artigo destaca que as terras ocupadas tradicionalmente pelos índios são de posse permanente destes, cabendo-lhes o usufruto exclusivo das riquezas nelas existentes, o que alinha-se diretamente com o argumento II. 

Além disso, o Tema 1031 de Repercussão Geral reforça que a demarcação consiste em procedimento declaratório do direito originário territorial à posse das terras ocupadas tradicionalmente por comunidades indígenas, e que a posse tradicional indígena é distinta da posse civil, sendo esta definida nos termos do § 1o do artigo 231. Portanto, o reconhecimento constitucional da proteção às terras indígenas a partir de 1988 é confirmado pela legislação e interpretação jurisprudencial, justificando a escolha da alternativa B como a correta.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
O juiz de direito da vara única da comarca Alfa recebeu concluso para sentença processo no qual certa pessoa postula que seja determinada a sua internação em hospital privado, em razão da impossibilidade de atendimento pela rede pública, que não dispõe de vagas. Além disso, o custeio foi objeto de pedido alternativo, sendo requerido que recaísse sobre o Município Alfa ou sobre o próprio hospital privado. O juiz sentenciante decidiu, corretamente, que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) o Município Alfa deve custear o atendimento no hospital privado, utilizando os valores cobrados por este último pelo uso dos seus leitos; | (B) o hospital privado deve custear o tratamento às suas expensas, na medida em que explora um serviço público, regido pelo princípio da solidariedade; | (C) o Município Alfa deve custear o atendimento no hospital privado, utilizando os valores que paga às entidades privadas conveniadas ao Sistema Único de Saúde; | (D) o Município Alfa deve custear o atendimento no hospital privado, utilizando como critério o mesmo empregado para ressarcimento do Sistema Único de Saúde por serviços prestados a beneficiário de planos de saúde; | (E) o Município Alfa não pode ser obrigado a custear atendimentos realizados fora de unidades públicas de saúde, considerando a ausência de previsão orçamentária, e o hospital privado não pode ser obrigado a arcar com as referidas despesas.";;TJSE;2025;FCC;E;A alternativa correta é a letra E. O fundamento para essa decisão está no entendimento de que o Município Alfa não pode ser obrigado a custear atendimentos realizados fora da rede pública de saúde devido à ausência de previsão orçamentária específica para tal. Além disso, não há obrigatoriedade para que o hospital privado arque com essas despesas. Este entendimento está alinhado com a tese do Tema 1033 de Repercussão Geral, que discute o ressarcimento de serviços de saúde prestados por unidade privada em favor de paciente do SUS, onde se determina que o critério para ressarcimento deve ser o mesmo utilizado pelo SUS para serviços prestados a beneficiários de planos de saúde. Portanto, não se impõe ao Município ou ao hospital privado o custeio direto sem seguir esses critérios estabelecidos.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
O Estado Alfa editou a Lei nº X, que elevou a entrância das comarcas Sigma, Beta e Gama, e dispôs que os atuais ocupantes de cargos de juiz de direito nas referidas comarcas pudessem requerer, no prazo de cinco dias úteis, que, quando promovidos, a respectiva promoção seja efetivada na comarca em que se encontram. O diretório nacional do partido político Alfa, por entender que a Lei nº X era incompatível com a Constituição da República, solicitou que sua assessoria analisasse a possibilidade de ser deflagrado o controle abstrato de constitucionalidade perante o Supremo Tribunal Federal. Foi corretamente esclarecido que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;"(A) nenhum ato normativo de efeitos concretos pode ser objeto desse controle; | (B) por não ter natureza orçamentária e produzir efeitos concretos, a Lei nº X não pode ser objeto desse controle; | (C) como a Lei nº X aufere o seu fundamento de validade diretamente na ordem constitucional, ela pode ser objeto desse controle; | (D) enquanto não decorrido o prazo de anulação dos efeitos concretos produzidos pela Lei nº X, ela pode ser objeto desse controle; | (E) qualquer ato normativo estadual, quer produza efeitos concretos, quer seja dotado de generalidade e abstração, pode ser objeto desse controle.";;TJSE;2025;FCC;A;"A alternativa correta é a (C). De acordo com o entendimento do Supremo Tribunal Federal, atos normativos que possuem fundamento direto na ordem constitucional podem ser objeto de controle abstrato de constitucionalidade. A Lei no X do Estado Alfa, ao elevar a entrância das comarcas e dispor sobre promoções de juízes, tem seu fundamento de validade diretamente na Constituição Federal, especificamente no que tange à organização judiciária e aos direitos dos magistrados. Portanto, conforme o art. 102, I, ""a"" da CF, que permite ao STF julgar a ação direta de inconstitucionalidade de lei ou ato normativo federal ou estadual, a Lei no X pode ser objeto desse controle.

Citação: ""Art. 102. Compete ao Supremo Tribunal Federal, precipuamente, a guarda da Constituição, cabendo-lhe: I - processar e julgar, originariamente: a) a ação direta de inconstitucionalidade de lei ou ato normativo federal ou estadual...""";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
"Após amplos debates entre diversos setores do ambiente sociopolítico, foi apresentado projeto de lei, no âmbito da Assembleia Legislativa do Estado Alfa, com o objetivo de vedar a utilização da denominada ""linguagem neutra"" nas escolas públicas estaduais. A língua portuguesa deveria ser ensinada em harmonia com a norma culta, conforme as orientações nacionais de educação estabelecidas pelo Vocabulário Ortográfico da Língua Portuguesa. O projeto, apesar de exultado por diversos segmentos sociais, foi criticado por outros. A Comissão de Constituição e Justiça da Assembleia Legislativa do Estado Alfa, ao analisar a conformidade constitucional da proposição legislativa, observou, corretamente, que ela:";I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) reflete o exercício da competência legislativa residual de Alfa; | (B) reflete o exercício da competência legislativa suplementar de Alfa; | (C) afronta a competência legislativa privativa da União, que é indelegável; | (D) somente pode ser editada se houver lei complementar da União autorizando-a; | (E) instrumentaliza o exercício de competência administrativa comum entre os entes federativos.";;TJSE;2025;FCC;D;"A alternativa correta é a letra D. De acordo com a jurisprudência do Supremo Tribunal Federal e os trechos fornecidos, especialmente o Informativo Temático 2025 que aborda a ADI 6.925/SC, normas estaduais ou municipais que busquem disciplinar o uso da linguagem neutra em instituições de ensino e órgãos públicos são inconstitucionais. Isso ocorre porque invadem a competência da União para editar normas gerais sobre educação nacional, conforme o art. 22, XXIV da Constituição Federal. A atuação suplementar dos estados-membros está limitada à edição de normas específicas que atendam às peculiaridades locais, não podendo elaborar normas gerais ou disciplinar matérias de competência reservada à União.

Portanto, a proposição legislativa do Estado Alfa, ao tentar vedar a utilização da ""linguagem neutra"" nas escolas públicas estaduais, afronta a competência privativa da União para legislar sobre diretrizes e bases da educação nacional, sendo necessária uma lei complementar da União autorizando tal competência suplementar, conforme a alternativa D indica.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
Em determinada relação processual, discutia-se incidentalmente a compatibilidade da Lei Municipal nº X com a Constituição da República. A questão central cingia-se à identificação da possibilidade de esse diploma normativo ser aplicado apesar de colidir com o superveniente Art. Y da Emenda Constitucional nº X, que tinha a natureza de norma de eficácia limitada e de princípio programático. Ao analisar o caso, o órgão jurisdicional competente decidiu, corretamente, que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 3. Teoria da norma constitucional;"(A) como a eficácia do Art. Y é limitada, a sua existência não compromete a aplicação da Lei Municipal nº X; | (B) apesar de carecer de regulamentação para a integração de sua eficácia, o Art. Y revogou a Lei Municipal nº X; | (C) a revogação, ou não, da Lei Municipal nº X deve ser avaliada em consonância com a lei que integrar a eficácia do Art. Y; | (D) a análise da referida compatibilidade somente pode ser realizada em sede de arguição de descumprimento de preceito fundamental; | (E) o fato de ser um princípio programático indica que o Art. Y tem a função de direcionamento político, somente podendo ser cotejado com norma da mesma natureza.";;TJSE;2025;FCC;B;A alternativa correta é a (B). O Art. Y, sendo uma norma de eficácia limitada e de caráter programático, ainda que não possua regulamentação integral, pode ter o efeito de revogar legislações inferiores que com ele colidam, como a Lei Municipal no X. Isso ocorre porque, mesmo sem regulamentação, uma norma constitucional, especialmente quando de caráter programático, pode estabelecer parâmetros e diretrizes que afetam a validade de normas infraconstitucionais. Assim, a ausência de regulamentação não impede que o Art. Y possa ser considerado como parâmetro de constitucionalidade, revogando normas que com ele sejam incompatíveis. Portanto, a existência do Art. Y compromete a aplicação da Lei Municipal no X, justificando a escolha da alternativa (B).;Constituição Federal | Repercussão Geral
Tício, no período de inscrição eleitoral em recente eleição, fraudulentamente, apresentou à Justiça Eleitoral informações para subsidiar pedido de alteração de seu domicílio eleitoral, juntando, para tanto, declaração firmada por seu amigo, Caio, na qual afirmou estarem residindo juntos no Município Alfa, o que não é verdade. O pedido de transferência foi deferido, expedindo-se o título de eleitor. Considerando a legislação em vigor e o posicionamento do Tribunal Superior Eleitoral, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) caso comprovada a fraude na inscrição eleitoral descrita, Caio responderá como coautor de Tício, na forma do Art. 289 do Código Eleitoral; | (B) na hipótese acima descrita, caso constatado o delito eleitoral antes do deferimento da transferência, não sendo expedido o título de eleitor, Tício responderá por tentativa de fraude; | (C) para o aperfeiçoamento da configuração do crime de inscrição fraudulenta de eleitor, a aquisição da capacidade eleitoral ativa não é condição indispensável; | (D) para a imputação do crime de inscrição fraudulenta de eleitor, exige-se a comprovação de dolo específico de efetuar inscrição ou transferência com fraude; | (E) ocorrendo inscrição fraudulenta de eleitor e a prática de falsidade ideológica eleitoral, há consunção, aplicando-se, apenas, o Art. 289 do Código Eleitoral.";;TJSE;2025;FCC;D;A alternativa correta é a letra D. De acordo com o entendimento do Tribunal Superior Eleitoral e o artigo 289 do Código Eleitoral, para a imputação do crime de inscrição fraudulenta de eleitor, é necessário comprovar o dolo específico de efetuar inscrição ou transferência com fraude. Isso significa que não basta a mera ocorrência de um ato que possa ser considerado irregular, mas sim a intenção deliberada e consciente de enganar a Justiça Eleitoral ao alterar informações eleitorais fraudulentamente. Portanto, a alternativa D está correta ao afirmar que o dolo específico é condição indispensável para a configuração do crime em questão.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
No curso de processo eleitoral, foi proferida decisão pelo juiz eleitoral contra a qual Tício, uma das partes na demanda, se insurgiu, interpondo recurso. Considerando as regras em vigor, relativas aos recursos eleitorais, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) é desnecessário pleitear a concessão de efeito suspensivo no bojo do recurso interposto, visto que se trata de efeito automático no âmbito eleitoral; | (B) haverá concessão de prazo em dobro às demais partes da demanda em caso de recurso quando há litisconsortes com diferentes procuradores; | (C) não pode ensejar efeitos infringentes o recurso de embargos de declaração interposto contra decisão que apresente obscuridade, contradição ou omissão; | (D) são irrecorríveis de imediato, não sujeitas à preclusão, as decisões interlocutórias ou sem caráter definitivo proferidas nos feitos eleitorais; | (E) é conferido ao Ministério Público, no processo eleitoral, prazo em dobro para manifestação, iniciado a partir de sua intimação pessoal, na forma da lei especial. Bloco III - Direito Empresarial, Direito Tributário e Financeiro, Direito Ambiental, Direito Urbanístico, Direito Administrativo, Noções Gerais de Direito e Formação Humanística e Direitos Humanos";;TJSE;2025;FCC;B;A alternativa correta é a letra B. De acordo com o Código Eleitoral e o entendimento jurisprudencial, quando há litisconsortes com diferentes procuradores em um processo eleitoral, é concedido prazo em dobro para as demais partes da demanda. Este entendimento está alinhado com o princípio de isonomia processual e visa assegurar que todos os litigantes tenham tempo adequado para apresentar suas defesas e recursos, considerando a complexidade e o volume de trabalho que a representação por diferentes advogados pode acarretar. Este benefício está em conformidade com o art. 229 do CPC, que é aplicado subsidiariamente ao processo eleitoral, conforme o art. 15 do Código Eleitoral.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
